KDI4641,29/06/2019,12:20:34,INTERACTION,1,52,26,269,"ITEM TAKEN,object: Fuse"
KDI4641,29/06/2019,12:20:42,MILESTONE,1,42,26,267,"FUSE PLACED CORRECTLY"
KDI4641,29/06/2019,12:20:48,INTERACTION,1,52,26,269,"ITEM TAKEN,object: DiaryPage"
KDI4641,29/06/2019,12:20:59,PROGRESS,-1,-1,-1,-1,""
